,date,dollar_change,month,month_number
915,1/octubre/2019,0.3017,octubre,10
916,30/noviembre/2017,0.3165,noviembre,11
917,29/noviembre/2017,0.3146,noviembre,11
918,28/noviembre/2017,0.3144,noviembre,11
919,27/noviembre/2017,0.3175,noviembre,11
920,26/noviembre/2017,0.3093,noviembre,11
921,25/noviembre/2017,0.3093,noviembre,11
922,24/noviembre/2017,0.3157,noviembre,11
923,23/noviembre/2017,0.3177,noviembre,11
924,22/noviembre/2017,0.309,noviembre,11
925,21/noviembre/2017,0.3141,noviembre,11
926,20/noviembre/2017,0.3147,noviembre,11
927,19/noviembre/2017,0.3089,noviembre,11
928,18/noviembre/2017,0.3089,noviembre,11
929,15/noviembre/2017,0.3172,noviembre,11
930,13/noviembre/2017,0.3158,noviembre,11
931,12/noviembre/2017,0.3086,noviembre,11
932,10/noviembre/2017,0.3147,noviembre,11
933,9/noviembre/2017,0.3083,noviembre,11
934,8/noviembre/2017,0.3161,noviembre,11
935,7/noviembre/2017,0.3154,noviembre,11
936,6/noviembre/2017,0.3145,noviembre,11
937,3/noviembre/2017,0.313,noviembre,11
938,2/noviembre/2017,0.3137,noviembre,11
939,1/noviembre/2017,0.3146,noviembre,11
940,30/noviembre/2018,0.2961,noviembre,11
941,29/noviembre/2018,0.2967,noviembre,11
942,28/noviembre/2018,0.2958,noviembre,11
943,27/noviembre/2018,0.2962,noviembre,11
944,26/noviembre/2018,0.3023,noviembre,11
945,25/noviembre/2018,0.2961,noviembre,11
946,24/noviembre/2018,0.2961,noviembre,11
947,23/noviembre/2018,0.2967,noviembre,11
948,22/noviembre/2018,0.2963,noviembre,11
949,21/noviembre/2018,0.2957,noviembre,11
950,20/noviembre/2018,0.2965,noviembre,11
951,19/noviembre/2018,0.3044,noviembre,11
952,18/noviembre/2018,0.2968,noviembre,11
953,16/noviembre/2018,0.2959,noviembre,11
954,15/noviembre/2018,0.296,noviembre,11
955,14/noviembre/2018,0.2962,noviembre,11
956,13/noviembre/2018,0.2966,noviembre,11
957,12/noviembre/2018,0.2967,noviembre,11
958,11/noviembre/2018,0.2968,noviembre,11
959,9/noviembre/2018,0.2969,noviembre,11
960,8/noviembre/2018,0.2975,noviembre,11
961,7/noviembre/2018,0.2968,noviembre,11
962,6/noviembre/2018,0.2973,noviembre,11
963,5/noviembre/2018,0.298,noviembre,11
964,4/noviembre/2018,0.2986,noviembre,11
965,2/noviembre/2018,0.2975,noviembre,11
966,1/noviembre/2018,0.2967,noviembre,11
967,29/noviembre/2019,0.3019,noviembre,11
968,28/noviembre/2019,0.2946,noviembre,11
969,27/noviembre/2019,0.2956,noviembre,11
970,26/noviembre/2019,0.2957,noviembre,11
971,25/noviembre/2019,0.2961,noviembre,11
972,24/noviembre/2019,0.2952,noviembre,11
973,22/noviembre/2019,0.2963,noviembre,11
974,21/noviembre/2019,0.2963,noviembre,11
975,20/noviembre/2019,0.2966,noviembre,11
976,19/noviembre/2019,0.2966,noviembre,11
977,18/noviembre/2019,0.3021,noviembre,11
978,17/noviembre/2019,0.2975,noviembre,11
979,15/noviembre/2019,0.2953,noviembre,11
980,14/noviembre/2019,0.2959,noviembre,11
981,13/noviembre/2019,0.2959,noviembre,11
982,12/noviembre/2019,0.2975,noviembre,11
983,11/noviembre/2019,0.2978,noviembre,11
984,10/noviembre/2019,0.2978,noviembre,11
985,8/noviembre/2019,0.2995,noviembre,11
986,7/noviembre/2019,0.2996,noviembre,11
987,6/noviembre/2019,0.2997,noviembre,11
988,5/noviembre/2019,0.3,noviembre,11
989,4/noviembre/2019,0.3055,noviembre,11
990,3/noviembre/2019,0.2991,noviembre,11
991,1/noviembre/2019,0.2992,noviembre,11
992,31/diciembre/2017,0.309,diciembre,12
993,30/diciembre/2017,0.309,diciembre,12
994,29/diciembre/2017,0.315,diciembre,12
995,28/diciembre/2017,0.3154,diciembre,12
996,27/diciembre/2017,0.3128,diciembre,12
997,26/diciembre/2017,0.3132,diciembre,12
998,25/diciembre/2017,0.3129,diciembre,12
999,22/diciembre/2017,0.3125,diciembre,12
1000,21/diciembre/2017,0.3065,diciembre,12
1001,20/diciembre/2017,0.3048,diciembre,12
1002,19/diciembre/2017,0.3097,diciembre,12
1003,18/diciembre/2017,0.3136,diciembre,12
1004,17/diciembre/2017,0.3038,diciembre,12
1005,15/diciembre/2017,0.3143,diciembre,12
1006,14/diciembre/2017,0.3182,diciembre,12
1007,13/diciembre/2017,0.3148,diciembre,12
1008,12/diciembre/2017,0.3152,diciembre,12
1009,11/diciembre/2017,0.3167,diciembre,12
1010,10/diciembre/2017,0.3093,diciembre,12
1011,8/diciembre/2017,0.3092,diciembre,12
1012,7/diciembre/2017,0.3153,diciembre,12
1013,6/diciembre/2017,0.3149,diciembre,12
1014,5/diciembre/2017,0.3097,diciembre,12
1015,4/diciembre/2017,0.3158,diciembre,12
1016,3/diciembre/2017,0.3096,diciembre,12
1017,1/diciembre/2017,0.3172,diciembre,12
1018,31/diciembre/2018,0.2972,diciembre,12
1019,30/diciembre/2018,0.2968,diciembre,12
1020,29/diciembre/2018,0.2968,diciembre,12
1021,28/diciembre/2018,0.2963,diciembre,12
1022,27/diciembre/2018,0.2967,diciembre,12
1023,26/diciembre/2018,0.2983,diciembre,12
1024,25/diciembre/2018,0.2983,diciembre,12
1025,24/diciembre/2018,0.2978,diciembre,12
1026,23/diciembre/2018,0.2981,diciembre,12
1027,22/diciembre/2018,0.2981,diciembre,12
1028,21/diciembre/2018,0.2994,diciembre,12
1029,20/diciembre/2018,0.2988,diciembre,12
1030,19/diciembre/2018,0.2994,diciembre,12
1031,18/diciembre/2018,0.2994,diciembre,12
1032,17/diciembre/2018,0.2992,diciembre,12
1033,16/diciembre/2018,0.2993,diciembre,12
1034,15/diciembre/2018,0.2993,diciembre,12
1035,14/diciembre/2018,0.2988,diciembre,12
1036,13/diciembre/2018,0.2981,diciembre,12
1037,12/diciembre/2018,0.2979,diciembre,12
1038,11/diciembre/2018,0.2972,diciembre,12
1039,10/diciembre/2018,0.2972,diciembre,12
1040,9/diciembre/2018,0.2972,diciembre,12
1041,7/diciembre/2018,0.2965,diciembre,12
1042,6/diciembre/2018,0.2961,diciembre,12
1043,5/diciembre/2018,0.2954,diciembre,12
1044,4/diciembre/2018,0.2963,diciembre,12
1045,3/diciembre/2018,0.3008,diciembre,12
1046,2/diciembre/2018,0.2957,diciembre,12
1047,31/diciembre/2019,0.3017,diciembre,12
1048,30/diciembre/2019,0.3018,diciembre,12
1049,29/diciembre/2019,0.3019,diciembre,12
1050,27/diciembre/2019,0.3013,diciembre,12
1051,26/diciembre/2019,0.3083,diciembre,12
1052,25/diciembre/2019,0.3018,diciembre,12
1053,24/diciembre/2019,0.3014,diciembre,12
1054,23/diciembre/2019,0.3018,diciembre,12
1055,22/diciembre/2019,0.3019,diciembre,12
1056,20/diciembre/2019,0.3001,diciembre,12
1057,19/diciembre/2019,0.2995,diciembre,12
1058,18/diciembre/2019,0.2994,diciembre,12
1059,17/diciembre/2019,0.2985,diciembre,12
1060,16/diciembre/2019,0.2972,diciembre,12
1061,15/diciembre/2019,0.2977,diciembre,12
1062,14/diciembre/2019,0.2977,diciembre,12
1063,13/diciembre/2019,0.2963,diciembre,12
1064,12/diciembre/2019,0.2949,diciembre,12
1065,11/diciembre/2019,0.2944,diciembre,12
1066,10/diciembre/2019,0.2965,diciembre,12
1067,9/diciembre/2019,0.296,diciembre,12
1068,8/diciembre/2019,0.2962,diciembre,12
1069,6/diciembre/2019,0.296,diciembre,12
1070,5/diciembre/2019,0.296,diciembre,12
1071,4/diciembre/2019,0.2952,diciembre,12
1072,3/diciembre/2019,0.295,diciembre,12
1073,2/diciembre/2019,0.3016,diciembre,12
1074,1/diciembre/2019,0.2941,diciembre,12
